Cable type (Backhaul/Subsea),On-Net,Cable Network,Cable Segment,Segment,A PoP,A-end Country,A PoP Status,A Pop Type,Z PoP,B-end Country,Z PoP Status,Z Pop Type,Product,RTD(ms),Weight,Supplier/Provider,"1 Akoranga Drive, Northcote, Auckland 0627, New Zealand"
Subsea,Yes,EAC CABLE NETWORK,EAC-PC1 INTERCONNECT #8,EAC-PC1 INTERCONNECT #8,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EAC-PC1 INTERCONNECT #9,EAC-PC1 INTERCONNECT #9,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EAC-PC1 INTERCONNECT #10,EAC-PC1 INTERCONNECT #10,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EAC-PC1 INTERCONNECT #13,EAC-PC1 INTERCONNECT #13,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EAC-PC1 INTERCONNECT #14,EAC-PC1 INTERCONNECT #14,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EAC-PC1 INTERCONNECT #15,EAC-PC1 INTERCONNECT #15,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACAE001,EACAE001,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACAE002,EACAE002,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACAE003,EACAE003,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACAE004,EACAE004,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACAE005,EACAE005,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACAE006,EACAE006,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACAE007,EACAE007,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACAE009,EACAE009,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACAENP001,EACAENP001,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACAENP002,EACAENP002,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACALN001,EACALN001,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACALN002,EACALN002,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACALN003,EACALN003,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACALN004,EACALN004,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACALN006,EACALN006,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACALN008,EACALN008,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACALNS001,EACALNS001,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACALS001,EACALS001,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64EQU001,EACD64EQU001,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64EQUNP001,EACD64EQUNP001,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64EQUNP002,EACD64EQUNP002,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64EQUNP003,EACD64EQUNP003,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64EQUNP004,EACD64EQUNP004,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64HKGCHA01,EACD64HKGCHA01,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64HKGCHA001,EACD64HKGCHA001,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64HKGCHA002,EACD64HKGCHA002,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64HKGCHA003,EACD64HKGCHA003,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64HKGCHA004,EACD64HKGCHA004,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64HKGCHA005,EACD64HKGCHA005,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64HKGCHA006,EACD64HKGCHA006,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64HKGCHA007,EACD64HKGCHA007,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64HKGCHA008,EACD64HKGCHA008,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64HKGCHA009,EACD64HKGCHA009,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64HKGCHA010,EACD64HKGCHA010,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64HKGCHA011,EACD64HKGCHA011,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64HKGCHA012,EACD64HKGCHA012,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64HKGCHA013,EACD64HKGCHA013,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64HKGCHA014,EACD64HKGCHA014,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64HKGCHA015,EACD64HKGCHA015,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64HKGCHA017,EACD64HKGCHA017,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64HKGCHA018 PROTECTION,EACD64HKGCHA018 PROTECTION,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64HKGCHANP002,EACD64HKGCHANP002,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64HKGCHANP004,EACD64HKGCHANP004,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64HKGCHANP005,EACD64HKGCHANP005,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64HKGCHANP006,EACD64HKGCHANP006,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64HKGCHANP007,EACD64HKGCHANP007,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64HKGCHANP008,EACD64HKGCHANP008,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64HKGEQU003,EACD64HKGEQU003,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64HKGEQU004,EACD64HKGEQU004,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64HKGYIP001,EACD64HKGYIP001,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64HKGYIP002,EACD64HKGYIP002,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64HKGYIP003,EACD64HKGYIP003,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64HKGYIP004,EACD64HKGYIP004,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64HKGYIP005,EACD64HKGYIP005,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64HKGYIP006,EACD64HKGYIP006,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64JPNTOR001,EACD64JPNTOR001,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64JPNTOR008,EACD64JPNTOR008,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64MAK002,EACD64MAK002,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64MAK003,EACD64MAK003,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64MAK003 - EAST ROUTE,EACD64MAK003 - EAST ROUTE,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64MAK004,EACD64MAK004,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64MAK005,EACD64MAK005,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64MAK006,EACD64MAK006,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64MAK007,EACD64MAK007,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64MAKNP001,EACD64MAKNP001,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64SELSRI001,EACD64SELSRI001,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64SELSRI002,EACD64SELSRI002,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64SELSRI003,EACD64SELSRI003,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64SELSRI004,EACD64SELSRI004,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64SELSRI005,EACD64SELSRI005,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64SELSRI006,EACD64SELSRI006,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64SELSRI007,EACD64SELSRI007,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64SELSRI008,EACD64SELSRI008,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64SELSRI009,EACD64SELSRI009,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64SELSRI010,EACD64SELSRI010,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64SELSRI011,EACD64SELSRI011,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64SELSRI012,EACD64SELSRI012,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64SELSRI013,EACD64SELSRI013,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64SELSRI014,EACD64SELSRI014,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64SELSRI016,EACD64SELSRI016,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64SELSRI017,EACD64SELSRI017,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64SNGDLS001,EACD64SNGDLS001,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64TAI001,EACD64TAI001,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64TAI002,EACD64TAI002,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64TAI003,EACD64TAI003,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64TAI005,EACD64TAI005,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64TAI010,EACD64TAI010,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64TAI011,EACD64TAI011,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64TAI012 - PROTECT,EACD64TAI012 - PROTECT,SGGS,SINGAPORE,In Service,Telstra International POP,SGCN,SINGAPORE,In Service,Telstra International POP,PS,0.329,60,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64TAI012 W,EACD64TAI012 W,SGGS,SINGAPORE,In Service,Telstra International POP,SGCN,SINGAPORE,In Service,Telstra International POP,PS,0.329,60,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64TAINP001,EACD64TAINP001,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64TAINP002,EACD64TAINP002,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64TPEYAN001,EACD64TPEYAN001,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64TPEYAN003,EACD64TPEYAN003,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64TPEYAN004,EACD64TPEYAN004,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64TPEYAN005,EACD64TPEYAN005,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64TPEYAN006,EACD64TPEYAN006,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64TPEYAN007,EACD64TPEYAN007,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64TPEYAN008,EACD64TPEYAN008,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64TWNTPE001,EACD64TWNTPE001,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64TYONIH002,EACD64TYONIH002,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64TYONIH003,EACD64TYONIH003,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64TYONIH004,EACD64TYONIH004,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64TYONIH005,EACD64TYONIH005,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EACD64TYONIH006,EACD64TYONIH006,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
